id,name
av1D8tYyBm3h,Community Service Learning
fboyY1bInlS0,Public Health Programs
NFZmFFbfqeXC,Laboratory Supplies
RfB2YIITOqRK,Research Grants
nN4d2qRuJF8v,Virtual Learning Infrastructure
IbE7ct0Y0LJ4,"Security Technology (Cameras, Alarms)"
TBL8W1KcoCHM,Data Storage
ab6OiOMsYjak,Campus Utilities
ZxYrXyaHFv7K,University Network & Connectivity
hgrzECfLklg0,Student Tutoring Services
4peGfuTj5enH,Instructional Technology
Zd1xTxQmrxKG,Digital Marketing & Social Media
dKVw3iBje3Id,Student Leadership Development
uI3Cm42FcuWK,Community Outreach Programs
HIwwx01oy1cq,Library Digitization & Archives
PstdGmgKp3g7,Student Campus Jobs
mLXZT0G2ZFnO,IT Support & Help Desk
j4W5kOFZHQLb,Legal Aid for Students
fDJwEH1NKGx9,Building Construction & Renovation
W52Q1ugVNLa4,Website Development & Maintenance
i07oporBdd74,Campus Recycling Programs
mrB20jcPzkng,Diversity & Inclusion Programs
5JQR7BtGxAAA,University Legal Counsel
pgmoWBU4aV0Q,Curriculum Development
mu9gyZbbLOk4,Academic Program Development
UXPN9q8DRH90,Community Outreach Programs
wAmkCdAKBiaV,University-Wide Surveys & Assessments
d0diwrlTExYo,Human Resources Services
5wbvAT18AmtV,Diversity & Inclusion Programs
WzyDZAQA98Gp,International Partnerships
EsUQVJzkvECT,Green Initiatives
OpO3HCTYaEOg,University Strategic Planning
ahBrdLSxrHG1,Technology Research & Development
wT0Qt69ukpEO,Curriculum Development
aS40o4EHyLup,Building Maintenance
RlUMpxPgKmOi,Campus Event Sponsorships
zKaJRPWvD4gJ,Civic Engagement & Service Learning
8PsKLEUFMeIv,Curriculum Development
aPlz4GnKUNWp,Virtual Learning Infrastructure
SEc2HEvnXbge,Dormitory Maintenance
Ekg0ueiPsnA8,Academic Conferences
IMWZxI91NaDp,Public Health & Safety Programs
LjNL7Z5vsVuq,Audit & Accounting Services
lVh4BHYYf2De,Grant Compliance & Reporting
i7dOixJRFE6m,Continuing Education Programs
wLNKFn49LUsZ,University Governance & Leadership
o18LfaKiCw0l,University Audit & Tax Services
89Pt1m9xdZjO,Student Housing Security
pxoeGTxdEcxo,International Research Collaborations
b3cEa9RNS7Ar,Student Data Privacy & Security
7citJfk5bWC4,Student Research Funding
lXToLjJGpj1s,Insurance & Risk Management
TLbd5YidJmLu,Digital Literacy Programs
lshkTjJJZkSC,"Security Technology (Cameras, Alarms)"
yqGNQJn7CBQk,International Partnerships
67El6J2tOmvr,Classroom Technology & AV Equipment
jEwO9z2HqEd0,Student Health Services
xigivJlBJYP7,Internet Access
lBEy6WEtA64U,International Research Collaborations
uHfE4JeoiQIh,Campus Tours & Information Sessions
dUpLc4GuIj8m,Internal Communications
Ez0QZLeVlSdF,University Strategic Planning
bHDU389Fba5V,Campus Safety Improvements
luIrDZfgrW7z,Continuing Education Programs
mpF6Lv26lRLt,Public Health & Safety Programs
XI2KibT0TCoc,Student Data Privacy & Security
RmRKPgUFZcbk,Curriculum Development
MbgZijVqQarF,Student Tutoring Services
AUT9RYwt6rMX,Library Digitization Projects
kSS6GfxOiScz,Staff Salaries
Kya4q3mAXvJ2,Academic Journals Subscription
WLsUz2sF6pjb,Faculty-Student Research Initiatives
2jdcRqOWDZP9,Technology Infrastructure Upgrades
1b5lw9KT0vMT,International Student Support Programs
M9IL7Y8EnHvt,Seminars & Workshops
NoYyylr3P0i8,Community Outreach Programs
FD7SnQLMQZvi,Research Collaboration Platforms
Qmh69xqim0YI,Laboratory Supplies
YIQEgOjfirnN,Public Health & Safety Programs
uVwlFqcx110n,Athletic Programs
nhraP5g28Y7X,Legal & Compliance Services
OS2h7LQJhkDe,Technology Infrastructure Upgrades
OJtdHPXvhFZu,Data Storage
KTXEK2Xc3vWz,Environmental Sustainability Programs
FzAW5y7Hr30H,Board of Trustees Expenses
NRXcKvTRONKX,Campus Housing & Residence Halls
5KS3pgeLgRFr,Sustainability Research Projects
QBuJQP06PCNI,Research Publications
s04J0EUD2hPS,Environmental Sustainability Programs
50b10CV1E4NW,Student Data Privacy & Security
RfSDmkpAfMG9,Employee Benefits
PzYtdsgiG53Q,Student Health Services
kokKqKkzHtSc,University-Sponsored Conferences
X9AQsL4ZUU1R,Data Storage
v5V0MThXVXm9,Research Collaboration & Networking
6zwziSQLjZ1p,Library Digitization Projects
KVKcGGAUCQeQ,Diversity & Inclusion Programs
Zqrh6CioDuZT,Cultural Exchange Programs
R04zKvksVReo,Community Outreach Programs
np7y8wihyQik,Library Digitization & Archives
dQ5TnC4SPFyu,Virtual Learning Infrastructure
gQgRFp7uxA9B,Graduate Fellowships
uxTyBnG43BbM,Building Construction & Renovation
adoIcQHTT6jo,Research Collaboration Platforms
hTbCYg1LPebw,Internship Programs
47ePlNvgE3wq,Student Emergency Fund
B9413uqeeDMV,Faculty Incentive Programs
qQeqieeu1fL4,Sustainability Reporting
vLYZ4u3LTyAY,Technology Upgrades
3yL4ZDV8EIAg,University Legal Counsel
lkFAOb2INn9r,Research Collaboration Platforms
jG4Zulr1aRUE,Continuing Education Programs
2HBvsCkdwpiS,Employee Benefits
u2q4b4LptpqW,University Governance & Leadership
d7aiYrMkYUrl,Technology Infrastructure Upgrades
7rnQ0ItbofwC,Sustainability Reporting
qiUPO8h3vtVi,Student Housing Utilities
rgOvxGtHfWkX,Academic Conferences
iweJpx5gr2hC,Student Tutoring Services
4yBIfNKrGX4U,Endowment Fund Management
Qnt0frseMian,Work-Study Programs
nSA3VOFQjlCH,Administrative Supplies
VPjTvofcLpC5,Counseling & Mental Health Services
spSdOgDhALGU,Online Course Platforms
UYSbLfQ1U5cw,Internet Access
TKXhB6Hek2cK,Academic Support for Underrepresented Groups
zrA03KBkQPJq,Data Storage
bieiG3lcdUeP,Campus Printing Services
zCejTyeSCkye,Online Learning Platforms
PJdV1e4WVMq3,University-Sponsored Conferences
ur9lz8mzONzU,Student Campus Jobs
ceQCMx8jlZuv,Campus Utilities
ZB46WTKzLvpy,Seminars & Workshops
2ApYaAkn8m6U,Student Housing Renovations
I2nD9Wuhx9cU,Campus Landscaping
znUQzb4JEqJ8,Data Analytics for Administration
H8tPuNEokbi5,University Branding & Advertising
bevWyHotXbhf,Sustainability Education Programs
NHLlOuc4gupb,Research Equipment
6BK9pyyyCiFK,Sustainability Certifications
7qJbHC9hSVh8,Faculty Professional Development
yFa4xkS4EaAe,Student Tutoring Services
8rlm4a8rUWna,Campus Safety Improvements
SDoCS60sXwBL,Sustainability Campus Initiatives
Z7bbA32FlKsB,Student Financial Aid
zUWWx7bg9izH,Sustainability Education Programs
4BimOhiKUGkg,Campus Utilities
UOA6TJtExRo8,Pension Contributions
xC8ZpKiLLISz,University Health & Safety Compliance
6lLhHp6pnkQQ,Student Orientation Programs
WNW9XbsvC03p,Campus Safety Improvements
RSVyKEcLgzx9,Student Recreational Programs
yVU7JE7ji6Ur,Counseling & Mental Health Services
swcixDuAQXn2,"Security Technology (Cameras, Alarms)"
SO1w6urFaBdW,Campus Printing Services
KAfQ2HW5gQdM,Community Service Learning
HlW5eQr4wZUI,Mental Health Awareness Campaigns
ltdKoZRsqZH0,Public Relations
HfE2ASZ5rFoY,Maintenance of Research Facilities
M9WxXgMU5Pe1,Grant Compliance & Reporting
b5NMb7aMSnjE,Student Testing & Exams
rhuJi4IeBlif,Student Advocacy & Representation
0lGFmgq1YvwY,Catering & Food Services
W3RJOw0Z4Z8X,Campus Events & Activities
xATX4eKNkrEm,Faculty Research Travel Grants
VslQGwrAajOW,University Strategic Planning
VoYhnn5jwyI0,Conference & Event Hosting
HGJPSNktLv3A,Corporate Partnerships
2xnb7vQSVLNq,Mental Health Awareness Campaigns
WFpX9YmawbOE,Diversity & Inclusion Programs
YdwZlqoR8xOc,Employee Training & Development
4GZWEgJIfAZy,Campus Housing & Residence Halls
8xpARpULVVod,Human Resources Services
731a1fUfUUCp,Faculty Salaries
FoDsDGyX3O3f,Community Engagement Projects
wTwilpMX3wfD,Campus Event Sponsorships
FZ8ZtMnpY9qV,Textbooks & Course Materials
3bjClbAHtVbE,Building Maintenance
b9QC8FQkzttJ,Student Internship Stipends
VevFNIFLAh0t,Green Initiatives
QThSBg31SI5Y,Student Housing Renovations
nzsf5JpzjQev,Technology Upgrades
Q1uyz6HmAb8l,Public Transportation for Students
22Eshg5WSR6O,Endowment Fund Management
K1RI8MH7gOsA,Sustainability Research Projects
wVAl80WJoXCu,Dormitory Maintenance
JYIYlSISFyqG,Laboratory Supplies
2eQ7Hd1PL6iN,Parking Facilities
RKgLKc33Qbez,Online Learning Platforms
SG6ZBi5dd42R,Instructional Technology
1Kza1gdiWxA7,Student Leadership Development
Id6o3LGaC2a6,Diversity & Inclusion Programs
i5u4IA77TRGS,Student Loan Support Programs
0IVRwQnc1j8C,Emergency Medical Services
VdO257jUmVx0,Public Transportation for Students
caCtNM45Jxjh,Audit & Accounting Services
uZkqQMDHDOpZ,Website Development & Maintenance
i6cpHCQooKVq,Library Digitization & Archives
kwaDme0LYiy2,University System Development
RKVF0xDZiGHO,Online Learning Platforms
TuX2v4VijL5q,Sustainability Education Programs
DUtjCqLje5gV,Technology Research & Development
jEEBdiYGIqAL,Curriculum Development
zGgE5Xv4oTne,Press & Media Relations
pJV3ihAkAKWB,Academic Conferences
dmP28npNJoyd,Sustainability Research Projects
lu5ZKcinb3mD,Sustainability Research Projects
tvGszC7fLH6p,"Security Technology (Cameras, Alarms)"
mK25eBMLThaM,Conference & Event Hosting
eqTp11sDXF2S,International Student Support Programs
YeflVlC3WTKW,Technology Upgrades
HB3EOCiJ70Tw,Campus Environmental Health & Safety
tjSoQA23zwg1,Classroom Technology & AV Equipment
o1w1OH8miZFw,Student Internship Stipends
Hy5UOHRncWuw,Campus Safety Improvements
ZVWKI16dcjTk,Career Services
b58kcV93ayqN,Employee Wellness Programs
Acu5pnxUfOJ0,Conference & Event Hosting
UB5PgytIraeh,Sports Facilities Maintenance
iWuR5AXiJxkf,Pension Contributions
Va0H7sLcWVFT,Public Health Programs
RuBGVGyyja84,Campus Recycling Programs
YcNUvnDz3S8Z,Disability Services
V4Lsk5A8VbRD,Sustainability Research Projects
mjPztD1w5N9d,University Strategic Planning
5vFwsagqCcNg,Campus Accessibility Improvements
FJwhbVwKvzE1,Support for First-Generation Students
qgHaWAAoe8ky,Counseling Services Outreach
FrMg8KBCh6CK,University System Development
y5Y6MLFxMJqY,Community Service Learning
czwAUZfaQ0xm,Academic Mentorship Programs
Y48iVTzP4I3l,Curriculum Development
mbpRGzq0Pkhu,Grant Writing & Management
bPzSK8o5qKUw,Legal Aid for Students
BPUu1GLZQu9g,Study Abroad Programs
xFjKvsDsX7cP,Student Scholarships
aCdGWZWWpB2E,Public Health Programs
FhOodwvpLW5u,University Legal Counsel
p6tIkZTbmPGM,Instructional Technology
VJGoNpXowJFY,Continuing Education Programs
Mrt9ZDDdEbot,Student Success Programs
XHzAgAY8saTC,Campus Tours & Information Sessions
bzxrxu9lNdKd,Data Analytics for Administration
a4ruBT98l3oo,University Branding & Advertising
a5PinqrvIqUZ,Student Advocacy & Representation
sAPHxNP7seGS,Endowment Fund Contributions
ynC7Ec9QTcGH,Employee Benefits
ewkDonbHuKVd,Counseling Services Outreach
smZpqM3yfecV,Campus Event Sponsorships
02QphYZ5ebbL,Writing & Learning Centers
oMdE7erAYF0b,Graduate Assistantships
uk8YzLTiNZ4f,Research Collaboration & Networking
7mp4vNIV8D3X,Campus Food Sustainability Programs
mkUfAPcDYZLc,Digital Marketing & Social Media
KgpZAbrTTICf,University-Wide Surveys & Assessments
ASyjJaiKYlJi,Academic Journals Subscription
J8ILFyBJf3OM,Graduate Assistantships
suPoec7ffioX,Data Analytics for Administration
NPLveilBdqTn,Student Scholarships
FjqUKAeZMAEy,Faculty Research Travel Grants
nEBExPChAJ3G,Sustainability Certifications
DISnTyPSNpt0,Faculty Recruitment Costs
u7KSMbIzQTHn,Campus Safety Improvements
QO6S4pNA4Mzr,Academic Program Development
BcVqFeLwyU31,Pension Contributions
hi7j7dfRmQHM,Campus Art & Exhibitions
Z1hf4ZP55oah,Staff Salaries
78848UbVKMUv,Mental Health Awareness Campaigns
0wcDMBeg6TKK,Admissions Marketing & Recruitment
H5TttqGwVU5z,Mental Health Awareness Campaigns
iiXuVJ9FhLsh,Data Storage
CnyF73ZBkCla,University Legal Counsel
paq8B2RoObrK,Board of Trustees Expenses
oHahaFdAz7ei,Maintenance of Research Facilities
5ckEiAthan5Q,University Strategic Planning
goDhGbidvRSN,Administrative Supplies
C4kv42y6u4th,Employee Recruitment Events
OvPSasWOvs11,Green Initiatives
FMD64HeiqbGH,Textbooks & Course Materials
433rXlCwBoDq,Green Initiatives
CqteuiavwN5S,Staff Salaries
z35cZjlUk6qr,International Research Collaborations
dGHqtMqjT2Pe,Student Financial Aid
NRf1s2JfzuDN,Campus Tours & Information Sessions
ZyTF8mfnDkhB,Press & Media Relations
7D20B50LAdNC,Grant Compliance & Reporting
MLbbl6WNqES7,Internship Programs
V3hCBbJBSiJp,Internet Access
w6Ajkrxt1qW1,Green Initiatives
RO7xMwdnr8VV,Retail Operations (Campus Bookstore)
tmnMx6s4sUcS,Parking Facilities
zr9IDjW3sMjJ,Cultural Exchange Programs
Iy5zI49fi9G9,Alumni Relations
LoBut2ALB93O,Public Relations
zeijfdOoyb7k,University Branding & Advertising
FsQkzbQ3Izju,Cultural Exchange Programs
kR72egFfaeLn,Employee Recruitment Events
JrtK3gWJnLLp,Capital Campaign Fundraising
pJTwhvJP2PCZ,Student Enrollment Systems
B5w6GWgYcA4z,Retail Operations (Campus Bookstore)
jboCdKspsWPW,Faculty Salaries
XEQEZrrOSgBA,Administrative Supplies
zvyroDkzkftj,University Branding & Advertising
oNWlZ5cJ5Pxw,University Merchandise
YLUGg3rABoY6,Student Recreational Programs
khSBiVtuzaKj,Campus Printing Services
aQKAH4Odr3EL,Academic Support for Underrepresented Groups
QO7aRwD91RPE,Campus Tours & Information Sessions
nRzfOKPQwwXx,Employee Training & Development
7hX460aj9lB3,Campus Art & Exhibitions
cEbfmiMWdcyQ,Technology Upgrades
gg8aggbG9w8s,Green Initiatives
qhe2tzu2sxd3,Research Equipment
ER6aBlsiWVyd,International Student Services
1xtMbDbyN1dp,Student Data Privacy & Security
0rUF2qDzYAhc,Fundraising Campaigns
wqMURdfPCmWO,University Audit & Tax Services
gicaQlbYdF6J,Student Tutoring Services
jWksDnnOeyat,Public Health Programs
gXGET0QnzSJU,Athletic Programs
zfonMfxETBjw,Counseling & Mental Health Services
SaLvsIx2LbYo,Faculty Research Support
Z3D7NKsIwU5s,Employee Recruitment Costs
NqHl9AesOjhR,Campus Art & Exhibitions
I9iaUdANvPqd,Student Financial Aid
PjJj4FCmijKU,Non-Academic Student Support
6FWuvgxpLPA7,Insurance & Risk Management
DrZttaiRqwmP,Laboratory Supplies
9xMA5jMTek8n,Cultural Programs
oHypPR0iMFJK,Public Relations
875m7pbQGDg6,Tuition Fees
naH7qmGIxRbS,Dormitory Maintenance
5zda08lkXZTa,Insurance & Risk Management
L89JaV4AmxvN,Virtual Learning Infrastructure
1RBxRzXt0Uyw,Writing & Learning Centers
InuXeusH7tO7,Student Leadership Development
qdFrzLDuwWwg,Public Health & Safety Programs
i2YU1WnOQABA,Student Scholarships
rz720oC8zrNT,Human Resources Services
AtYhsQILyA4h,Board of Trustees Expenses
w9DAfefBfMU4,University System Development
q1AX0jApIWAb,Emergency Preparedness & Response
ZIhMVddZ1oN6,Counseling Services Outreach
SSm7E8PPr4tY,"Security Technology (Cameras, Alarms)"
s1a2Z4gCkTJF,Insurance & Risk Management
ZrD2YwlY1Fns,Sustainability Certifications
aLtUaPdnv5WX,University Governance & Leadership
rzWBiOoXm9kJ,Student Housing Security
2cdHVWQ6cc4K,Data Analytics for Administration
BOoXokuwIhST,Campus Event Sponsorships
5RLmMWfnmWIX,University-Wide Surveys & Assessments
IiraN6jAE0pF,Study Abroad Programs
M02HJfkd7Ifc,Sustainability Reporting
hkxA0aEkWUGC,Sports Facilities Maintenance
SxHTkMq06sOX,Capital Campaign Fundraising
ImGNpYeXunBd,Campus Events & Activities
Pgl8saPDgEmw,Building Maintenance
Aj8ZyJ06Pl5E,Student Health Services
hXK0xiaVKS46,University-Wide Surveys & Assessments
D371T9mLzDsS,Faculty Incentive Programs
nKtQspeokCBe,Student Leadership Development
kVWUGdtudYtL,Student Advocacy & Representation
Tbn6LoKf1ZAM,Employee Wellness Programs
GYdEZCYlNQdx,University Network & Connectivity
IntAHAHalrnA,Work-Study Programs
CBbkO9WEQ990,Student Enrollment Systems
GVWCyzhm6U91,Business Intelligence Tools
BQmdZsCEwasF,Library Resources
sb52COIXqMam,Student Loan Support Programs
u9IrSY8hFIzO,Sustainability Education Programs
0EChwapZTBhr,Campus Event Sponsorships
pksnXq7fL9zO,Student Housing Utilities
gzEn0hFMwCA2,Press & Media Relations
6dP3BLXLZ1GI,Research Equipment
Bmcf44hkroTt,Environmental Sustainability Programs
mLWTftvOKclg,Cultural Programs
dAxeCj8WBfsx,Online Learning Platforms
EbZ0YJE18MGe,Endowment Fund Management
gxcZwAqsQ8L1,Human Resources Services
husyKFUmZuLt,Grant Writing & Management
78LCwBwC9nmT,Community Engagement Projects
7DRyc6SYNnce,Campus Art & Exhibitions
98YdBaM8U5cF,Fundraising Campaigns
evmZ4a2aqEaS,Student Advocacy & Representation
J0pEN8rbYvSK,Graduate Fellowships
oi3BLYmx3T07,Dormitory Maintenance
V9jQllJqULYX,University System Development
jRyenzaXZBIc,Audit & Accounting Services
5kdb6nnDfUKD,Alumni Relations
r7pfRJsWI0Wp,Fundraising Campaigns
IKuGfQ43OF2E,Online Learning Platforms
R1YwkEvPuYSG,Software Licenses
RbiPDmV0Aqlw,Employee Wellness Programs
k474Cs36CMc5,International Student Support Programs
p5YmN9fMd3nq,Board of Trustees Expenses
tgo7o20uf0lG,Corporate Partnerships
N7guUhtAZtO0,Student Clubs & Organizations
W6VeOUsa3cOT,Faculty Office Supplies
kYByIjLhat7g,Civic Engagement & Service Learning
YvarZYVloLl7,Graduate Fellowships
C2KwQe6GyE8h,Public Transportation for Students
8N4yGWNj7BgA,Career Services
z0T89TDDnb0L,Faculty Office Supplies
DfPxE6ILEuC4,Student Health Services
vZmQ9sB547W9,Campus Accessibility Improvements
esxjdK8x9U18,Pension Contributions
HeQU6j6w71Xg,Research Publications
KrUnpbbVcNc5,Capital Campaign Fundraising
zLEzEVaBCanJ,Student Loan Support Programs
Hz9CnOBZBzx8,Professional Development for Staff
wugatCPoTTj3,Textbooks & Course Materials
rlTG2ZmEIw9b,Building Maintenance
mMHlcoEFzKSb,Press & Media Relations
NyXdcFdgSfRs,Counseling & Mental Health Services
RMiPytl7MAcP,Sustainability Certifications
NeQz7GHxG40y,Sustainability Education Programs
yjehe2NVuaz9,IT Infrastructure
HoBYRmXURRiB,Academic Conferences
oeFRtvoyp4s8,Library Digitization Projects
DzQczai47y49,Departmental Budgets
rhS5eyjAitpH,Building Construction & Renovation
z9sOfVVmhcLn,Assessment & Accreditation Costs
e29rVfhL1rQV,Campus Environmental Health & Safety
hZZq24ZuDzWN,Assessment & Accreditation Costs
qdu7PywCdvAX,Student Dining Services
bNuGUbM7R84X,Employee Recruitment Events
OpWPE6OSfNd4,Work-Study Programs
Hjb7pDPLpJwd,Campus Events & Activities
GFQJL2X4Bhwo,Public Health Programs
99luITuE5cDO,Student Loan Support Programs
zVcVSsMrFYKl,Pension Contributions
0YHVQ0ucGcbY,Civic Engagement & Service Learning
l4nyMPMIdj7c,Endowment Fund Contributions
RwS3AmxZn3JC,Endowment Fund Contributions
95iJCoeELami,Academic Conferences
hhdAeg7gwnfW,Emergency Preparedness & Response
XijXSfkdBMPN,Athletic Programs
T4uOcerU3skl,Virtual Learning Infrastructure
q20xccYO7wsX,Digital Literacy Programs
pWwxlvel2mfD,Student Success Programs
C83bVg5RBry2,Sustainability Education Programs
pnUfIxyGt66O,Student Disability Services
JfoVsDV1OheA,Security Services
jfxCIZQjmZl6,Diversity & Inclusion Programs
zKksFhfsqkjV,Student Housing Utilities
ZbpW34cli8my,Faculty Salaries
sCCYO0mf445E,Data Storage
mz2ev2LmvYKI,Campus Events & Activities
mQujKb3qVMY8,Conference & Event Hosting
fDnBVcBr2JUF,Public Transportation for Students
cezytC544Q25,Employee Training & Development
nXkZR0OOE1lo,Campus Environmental Health & Safety
iFtF7wD748Bo,Student Emergency Fund
4XlY71BVvku7,Public Health Programs
zekCwnlHJlJJ,Grant Writing & Management
5OK5hOnMn58c,Building Construction & Renovation
hXT0WVzMnWgK,Curriculum Development
M7CAZRVBF8mi,Faculty Office Supplies
ISTTWfdUoylR,Campus Recycling Programs
q53gOt1ejnpv,Faculty Research Travel Grants
lETMdLOHKuN9,Faculty Research Support
XVpOb90oSaWx,Student Housing Utilities
6g22YNd7y0KK,Library Resources
zU7REU9FkrZO,Public Health & Safety Programs
hVK7708TpBeE,Employee Recruitment Costs
Mo8dYNCyWhzo,Sports Facilities Maintenance
fhJS6yquxCeu,Campus Environmental Health & Safety
THWkbnUawwA7,Online Learning Platforms
KbLPVN18PLWC,Building Maintenance
or9Y73jALGft,Internal Communications
CUcqaee6JKbH,Career Services
SxqxtwyC3r0J,Career Services
QJmZgicDyYUH,Administrative Supplies
5ecAwy5ddrqT,Campus Accessibility Improvements
maypXpomw7nk,Faculty Recruitment Costs
yVX9SfBlyppf,Academic Journals Subscription
yaDS7CuyST0P,Technology Research & Development
paUxEFlOVioy,Student Dining Services
A9rEX2yL0Adn,Public Affairs & Advocacy
OwLhOd0j65bJ,Online Course Platforms
FUsIAPcMzla4,Endowment Fund Contributions
HcYFX4CHaxQf,University Health & Safety Compliance
z8ifQW3CAfyU,Employee Benefits
qPttt2Ppff5z,Faculty Research Lab Supplies
9BbQe9IgZ0sP,Campus Housing & Residence Halls
CUMUc8NbpELH,Online Learning Platforms
RophW2woU28c,University Legal Counsel
yCxj4C02efcG,Student Enrollment Systems
X8OVgISqPHkq,Student Enrollment Systems
BLkrVgRwrZZe,Green Initiatives
sHkLfBfJWXP3,Disability Services
CPtraHFglR0U,Digital Marketing & Social Media
r9FG8Wd4psUj,University Merchandise
UFdwr77nM4ns,Grant Compliance & Reporting
UadpK9rgwN4u,Student Tutoring Services
Ump85PTFYF7E,Technology Upgrades
YyChVA2XeIRf,IT Support & Help Desk
nalMiI3mSaZ4,Student Financial Aid
UTrdUH2222iw,Academic Journals Subscription
SrRBe206M2AP,Security Services
u9pSvBILLtc2,Faculty Research Travel Grants
8HeIyLIuWHDk,Library Digitization Projects
hxQBYXxGzc6p,Green Initiatives
YsqpnfLPCeE8,Employee Recruitment Events
t5QjHpYeFYwJ,International Student Support Programs
R4A5NxVoTwNO,University Health & Safety Compliance
DwogkhFe2uaH,Student Financial Aid
dW784IZpKbHA,Fundraising Campaigns
7PoqqQ5SSW2u,Campus Event Sponsorships
4nbIlW9W01rx,Graduate Fellowships
DWfnXTm347bw,Tuition Fees
PADGPpyUDh14,International Student Support Programs
6TqcA7dd15fi,Catering & Food Services
A5zclSCX3j0a,Faculty Recruitment Costs
QCzbtwEJ41pT,Campus Recycling Programs
nMxkg29iOrTE,Student Dining Services
Y7iwrvCnrSu3,Student Campus Jobs
hDxDEQ172HdA,University System Development
6d3lkLT02iEC,Employee Wellness Programs
HEOm8CavsfVQ,Academic Mentorship Programs
nSUcMedXFrQp,Library Resources
5n8f1QogGt6d,International Research Collaborations
35j8h7PyQ5aW,Virtual Learning Infrastructure
dL6euaJcEfVT,Research Grants
aGEMhmMwd2Uh,Student Housing Utilities
o2B12neu0zjr,Conference & Event Hosting
NOQfFo97sVCK,Academic Conferences
8Q93PQeBFs3V,University Research Ethics Compliance
GuDWiNgOgdfX,Student Housing Renovations
oARA9hO1CdJ8,Campus Printing Services
RhQhibxAZ9n2,University Legal Counsel
9n0yyIB0tWIf,Student Internship Stipends
9x72reJDpJwg,Student Campus Jobs
gsH9QGHCWZ36,Continuing Education Programs
a51iBPaecc0o,Faculty-Student Research Initiatives
nNEmM0r3DNDg,"Security Technology (Cameras, Alarms)"
Ab1lrcBkoJaG,University Audit & Tax Services
QhYhtrwSTAwj,University Health & Safety Compliance
8mF0pllvw7nt,Campus Printing Services
DYZEpDlvM8h4,Continuing Education Programs
I0IKZkArrFdd,Community Outreach Programs
z7rhHCJBOjez,Academic Support for Underrepresented Groups
5P923VBc58J5,Technology Research & Development
WqrQczDeD6Ci,Campus Events & Activities
IIPo6HoEohaa,Assessment & Accreditation Costs
a8O7sO9kpXo1,Catering & Food Services
mLvHyybVWTcI,Research Equipment
HxbL7gDHbc8V,Campus Environmental Health & Safety
PbqprolHVj6o,Public Health Programs
Uub28Wr9bgW6,Career Services
NKhth352wl8C,Library Digitization Projects
K74UcfqnnVs2,Parking Facilities
hSMroqZ7BJaU,Student Internship Stipends
q2H0wAnFnMz0,Endowment Fund Contributions
WCAWbJ9qNVu5,Internal Communications
mNvo8vsT2htY,Data Storage
PiC6vI1LTZvb,Administrative Supplies
tVvmBGr23oWT,Academic Support for Underrepresented Groups
Elj03QgSVIgU,Library Digitization & Archives
0PXqNEShjyWE,Campus Utilities
veDO1OX2XQfm,Technology Research & Development
iD7rfAk3Js0L,Technology Upgrades
iY3EYplGbE1w,IT Infrastructure
chEjdwCGq2X3,Cybersecurity Investments
YxcfzyD6NGeI,Library Digitization Projects
ewmV0EWy7OOa,Graduate Fellowships
17r4HQhblBFb,Student Emergency Fund
58DlOECtYZ1H,Sustainability Reporting
wxcsPzsyJU1v,Sustainability Education Programs
de9ue5dA3prW,Library Digitization & Archives
FKex2UrHQhgL,Student Disability Services
KB9McapoLooc,Capital Campaign Fundraising
03LL4JJPTxoA,Campus Safety Improvements
QYCACnvzeXvZ,Audit & Accounting Services
y0WWwJgcujyR,Seminars & Workshops
3bENy4P8VhTx,Employee Benefits
jlFW9ypCQEsM,Board of Trustees Expenses
HS3x4uIMDpCY,Sustainability Research Projects
fkUt74vbj0os,International Student Support Programs
k44bk8yFNq62,Cultural Exchange Programs
fL0H1O6wbF7G,Sustainability Research Projects
NZnQ2GKc2O2S,Research Publications
TUc3BL5rCySV,Student Recruitment & Retention
tJzYK2A20737,Employee Training & Development
cReij3JvGUIZ,Maintenance of Research Facilities
Qk83EwqvjBwO,University Legal Counsel
6QJaI4BqtBxY,Parking Facilities
2I7BjXpDtz9F,Environmental Sustainability Programs
ooRRG9nu2RlX,Campus Tours & Information Sessions
w8Mx8EQMr0LH,Corporate Partnerships
RLetxmkvHjaG,Security Services
G4SYNePlJRnc,Mental Health Awareness Campaigns
7JuWhjaluFwt,Academic Program Development
krTVB94PCQr6,Employee Wellness Programs
ZBpHQO9UbF68,Community Outreach Programs
0h9YBq7ZDmAv,Retail Operations (Campus Bookstore)
8y49n5oo5gpH,Cybersecurity Investments
vUf4uAo5wFFl,Campus Safety Improvements
C81thhDfgti7,Legal & Compliance Services
sZwPRH2FjNlk,Cybersecurity Investments
bwRuuFxXOMRx,Data Storage
0eqzMhwC3NPW,Legal & Compliance Services
QsXXBGpRM0iD,University Audit & Tax Services
z9AgAc92yvqq,Academic Conferences
TwczjWdCFmDq,Sustainability Education Programs
qUBPqafBA9y0,Campus Recycling Programs
RW4xFiCGzr7T,Graduate Assistantships
EPIZeL5CxqqL,University Branding & Advertising
YHLntoJSvCQu,Career Services
ayj0iRxIIB6j,Human Resources Services
Hz3YvIHFEg2e,Campus Recycling Programs
2ZHITGTogGKc,Fundraising Campaigns
EBZqVlwKJQlR,Student Housing Security
vm6SI7I2uQfE,Student Disability Services
IJs25uHloPaA,Seminars & Workshops
V43wpItTaxjK,Writing & Learning Centers
